,rid,id,text,category_first,category_second,polarity,from,to
1057,530517,530517:2,"Great food, great decor, great service.",FOOD,QUALITY,positive,6,10
1058,530517,530517:3,I recommend it!,RESTAURANT,GENERAL,positive,0,0
1059,530517,530517:4,Just ignore the trendy wannabes.,,,,,
1060,535086,535086:0,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",RESTAURANT,MISCELLANEOUS,positive,20,24
1061,535086,535086:1,(Always ask the bartender for the SEASONAL beer!!!,DRINKS,QUALITY,positive,34,47
1062,535086,535086:2,Guaranteed to be a tasty experience!),DRINKS,QUALITY,positive,0,0
1063,535086,535086:3,Excellent spot for holiday get togethers with co-workers or friends that you haven't seen in a while.,RESTAURANT,MISCELLANEOUS,positive,10,14
1064,535086,535086:4,I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,RESTAURANT,GENERAL,positive,42,59
1065,535086,535086:5,All the people that I bring there go back on their own and bring THEIR friends!,RESTAURANT,MISCELLANEOUS,positive,0,0
1066,535086,535086:6,Go there once and oh yes...you will go back...you will...,RESTAURANT,GENERAL,positive,0,0
1067,535171,535171:0,What a great place!,RESTAURANT,GENERAL,positive,13,18
1068,535171,535171:1,Not the typical NYC gimmick theme restaurant.,AMBIENCE,GENERAL,positive,34,44
1069,535171,535171:2,"A cool bar with great food, and tons of excellent beer.",AMBIENCE,GENERAL,positive,7,10
1070,535171,535171:3,And even with it's Pub atmosphere they were great to my kids too!,SERVICE,GENERAL,positive,0,0
1071,535171,535171:4,Loved it!,RESTAURANT,GENERAL,positive,0,0
1072,535248,535248:0,"Out of the hundreds of Italian restaurants in Queens, this is among the best.",,,,,
1073,535248,535248:1,The shrimp scampi was excellent and the antipasti were plentiful.,FOOD,QUALITY,positive,4,17
1074,535248,535248:2,It is expensive but well worth the money.,RESTAURANT,PRICES,negative,0,0
1075,535248,535248:3,"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.",RESTAURANT,GENERAL,positive,103,109
1076,536919,536919:0,The only thing more wonderful than the food (which is exceptional) is the service.,FOOD,QUALITY,positive,39,43
1077,536919,536919:1,The only thing the waiters don't do for you is wipe your chin when you leave.,SERVICE,GENERAL,positive,19,26
1078,536919,536919:2,Wonderful at holiday time.,RESTAURANT,MISCELLANEOUS,positive,0,0
1079,541532,541532:0,Cozy romantic atomosphere with only around 15 tables at most.,AMBIENCE,GENERAL,positive,14,25
1080,541532,541532:1,Service was very prompt but slightly rushed.,SERVICE,GENERAL,positive,0,7
1081,541532,541532:2,"Food was very good, but not what I would consider out of this world.",FOOD,QUALITY,neutral,0,4
1082,541532,541532:3,Go here for a romantic dinner but not for an all out wow dining experience.,AMBIENCE,GENERAL,positive,0,0
1083,553097,553097:0,My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,RESTAURANT,MISCELLANEOUS,positive,0,0
1084,553097,553097:1,Too bad the food wasn't of the same heritage.,FOOD,QUALITY,negative,12,16
1085,553097,553097:2,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",FOOD,QUALITY,negative,4,34
1086,553097,553097:3,A real dissapointment.,FOOD,QUALITY,negative,0,0
1087,553097,553097:4,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,FOOD,QUALITY,negative,41,49
1088,553097,553097:5,They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.,FOOD,QUALITY,negative,0,0
1089,553097,553097:6,Priced at upper intermediate range.,RESTAURANT,PRICES,negative,0,0
1090,555734,555734:0,I really liked this place.,RESTAURANT,GENERAL,positive,20,25
1091,555734,555734:1,"Everything I had was good, and I'm a eater.",FOOD,QUALITY,positive,0,0
1092,555734,555734:2,It was pretty inexpensive too.,RESTAURANT,PRICES,positive,0,0
1093,558423,558423:0,This place has the best Chinese style BBQ ribs in the city.,FOOD,QUALITY,positive,38,46
1094,558423,558423:1,I also recommend the rice dishes or the different varieties of congee (rice porridge).,FOOD,QUALITY,positive,21,32
1095,558423,558423:2,It's great to go for a quick lunch either alone or with a friend.,RESTAURANT,MISCELLANEOUS,positive,0,0
1096,558423,558423:3,It's definately not a place to go if you want to impress someone.,RESTAURANT,MISCELLANEOUS,negative,22,27
1097,558423,558423:4,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",FOOD,QUALITY,positive,27,31
1098,558423,558423:5,Quick and friendly service.,SERVICE,GENERAL,positive,19,26
1099,558423,558423:6,This is one of the best comfort food places in the city.,RESTAURANT,GENERAL,positive,0,0
1100,558423,558423:7,It's somewhere you can eat and be happy.,RESTAURANT,GENERAL,positive,0,0
1101,561054,561054:0,"When I'm feeling stressed by the noise and congestion around my office, I head for Cafe St. Bart's.",,,,,
1102,561054,561054:1,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",AMBIENCE,GENERAL,positive,29,45
1103,561054,561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",FOOD,QUALITY,positive,4,8
1104,561054,561054:3,"I can't wait for summer, when they serve outside on their gigantic patio.",AMBIENCE,GENERAL,positive,67,72
1105,561054,561054:4,Ahhh...,,,,,
1106,565344,565344:0,I recently tried Suan and I thought that it was great.,RESTAURANT,GENERAL,positive,17,21
1107,565344,565344:1,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,FOOD,STYLE_OPTIONS,positive,80,84
1108,565344,565344:2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,SERVICE,GENERAL,positive,4,11
1109,565344,565344:3,I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.,RESTAURANT,GENERAL,positive,0,0
1110,571962,571962:0,They all know you.,SERVICE,GENERAL,positive,0,0
1111,571962,571962:1,Good food.,FOOD,QUALITY,positive,5,9
1112,571962,571962:2,Good drink.,DRINKS,QUALITY,positive,5,10
1113,571962,571962:3,How do you rate home?,RESTAURANT,MISCELLANEOUS,positive,0,0
1114,578016,578016:0,I have never had cheescake like this.,FOOD,QUALITY,positive,17,26
1115,578016,578016:1,I thought I had died and gone to heaven.,FOOD,QUALITY,positive,0,0
1116,584025,584025:0,"Great spot, whether looking for a couple of drinks or quiet dinner.",RESTAURANT,GENERAL,positive,6,10
1117,584025,584025:1,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,AMBIENCE,GENERAL,positive,0,0
1118,584025,584025:2,The food is great and they have a good selecion of wines at reasonable prices.,FOOD,QUALITY,positive,4,8
1119,584025,584025:3,Have been several times and it never dissapoints.,RESTAURANT,GENERAL,positive,0,0
1120,608500,608500:0,"After hearing a lot of great things about the restaurant, and passing by it on a daily basis, we decided to try.",,,,,
1121,608500,608500:1,We were less than impressed.,RESTAURANT,GENERAL,negative,0,0
1122,608500,608500:2,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",AMBIENCE,GENERAL,positive,10,18
1123,608500,608500:3,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",FOOD,QUALITY,negative,15,32
1124,608500,608500:4,Probably would not go again...,RESTAURANT,GENERAL,negative,0,0
1125,610611,610611:0,"i've been to sapphire twice and both times the food was fine, if not good.",FOOD,QUALITY,positive,47,51
1126,610611,610611:1,"stick with the chicken, beef, and lamb dishes.",FOOD,QUALITY,positive,15,22
1127,610611,610611:2,i don't usually order wine with indian so i can't comment on their wine list or their wines.,,,,,
1128,610611,610611:3,instead ordered an ice cold beer which to me works with indian.,,,,,
1129,610611,610611:4,"service is friendly, and never had a problem walking in and getting a table.",SERVICE,GENERAL,positive,0,7
1130,610611,610611:5,i would recommend reservations on weekends though.,,,,,
1131,610611,610611:6,skip dessert.,FOOD,QUALITY,negative,5,12
1132,611117,611117:0,Best Reuben sandwich ever!,FOOD,QUALITY,positive,5,20
1133,611117,611117:1,A classic!,FOOD,QUALITY,positive,0,0
1134,611117,611117:2,Don't miss Bloom's on your next trip to Manhatten.,RESTAURANT,GENERAL,positive,11,18
1135,611117,611117:3,"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.",RESTAURANT,MISCELLANEOUS,positive,85,90
1136,611117,611117:4,Thanks Bloom's for a lovely trip.,RESTAURANT,GENERAL,positive,7,14
1137,615180,615180:0,"As a fan of Thai, I have tried quite a few different restaurants in NYC and this one was definitely the worst.",,,,,
1138,615180,615180:1,"The food was not fresh, the sauces were bland and very oily.",FOOD,QUALITY,negative,4,8
1139,615180,615180:2,It just wasn't Thai.,FOOD,QUALITY,negative,0,0
1140,620892,620892:0,Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).,,,,,
1141,620892,620892:1,Was surprisingly disappointed.,FOOD,QUALITY,negative,0,0
1142,620892,620892:2,Pizza was a little soggy.,FOOD,QUALITY,negative,0,5
1143,620892,620892:3,Ravioli was good...but I have to say that I found everything a bit overpriced.,FOOD,QUALITY,positive,0,7
1144,620892,620892:4,Not enough wines by the glass either.,DRINKS,STYLE_OPTIONS,negative,11,29
1145,620892,620892:5,"Service, however, was excellent...and I liked the setting/atmosphere a lot. ",SERVICE,GENERAL,positive,0,7
1146,620892,620892:6,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",FOOD,QUALITY,neutral,0,4
1147,624715,624715:0,This place is a great bargain.,RESTAURANT,PRICES,positive,5,10
1148,624715,624715:1,Authentic Pakistani food.,FOOD,QUALITY,positive,10,24
1149,624715,624715:2,People are always friendly.,SERVICE,GENERAL,positive,0,6
1150,624715,624715:3,Don't waste money on decor.,,,,,
1151,624715,624715:4,"Just straight up cheap, good food.",FOOD,QUALITY,positive,29,33
1152,626269,626269:0,Faan is sooo good.,RESTAURANT,GENERAL,positive,0,4
1153,626269,626269:1,The best pad thai i've ever had.,FOOD,QUALITY,positive,9,17
1154,626269,626269:2,The design and atmosphere is just as good.,AMBIENCE,GENERAL,positive,4,10
1155,626269,626269:3,bottles of wine are cheap and good.,DRINKS,PRICES,positive,0,15
1156,626269,626269:4,What more could you want?,RESTAURANT,GENERAL,positive,0,0
1157,630914,630914:0,The food was actually aweful.,FOOD,QUALITY,negative,4,8
1158,630914,630914:1,I'm not picky - but it was actually gross.,FOOD,QUALITY,negative,0,0
1159,630914,630914:2,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",FOOD,QUALITY,negative,4,11
1160,630914,630914:3,"Nice atmosphere, the service was very pleasant and the desert was good.",AMBIENCE,GENERAL,positive,5,15
1161,630914,630914:4,Wouldn't recomend it for dinner!,RESTAURANT,GENERAL,negative,0,0
1162,632121,632121:0,This is the perfect date spot for Williamsburg couples.,RESTAURANT,MISCELLANEOUS,positive,0,0
1163,632121,632121:1,The jukebox plays everything from Italian Opera to The Strokes.,AMBIENCE,GENERAL,positive,4,11
1164,632121,632121:2,"The food is amazing, rich pastas and fresh doughy pizza.",FOOD,QUALITY,positive,4,8
1165,632121,632121:3,"Best of all is the warm vibe, the owner is super friendly and service is fast.",AMBIENCE,GENERAL,positive,24,28
1166,632121,632121:4,"If only they delivered, they'd make a mint!",RESTAURANT,MISCELLANEOUS,neutral,0,0
1167,657129,657129:0,go here for the drinks!,DRINKS,QUALITY,positive,16,22
1168,657129,657129:1,esp. during happy hour!,,,,,
1169,657129,657129:2,enough said!,,,,,
1170,657129,657129:3,the drinks are amazing and half off till 8pm.,DRINKS,QUALITY,positive,4,10
1171,657129,657129:4,"Ask for Usha, the nicest bartender in manhattan.",SERVICE,GENERAL,positive,8,12
1172,657129,657129:5,My fav was the sassy lassi...,DRINKS,QUALITY,positive,15,26
1173,680345,680345:0,This is an amazing place to try some roti rolls.,FOOD,QUALITY,positive,37,47
1174,680345,680345:1,I really recommend the very simple Unda (Egg) rolls.,FOOD,QUALITY,positive,35,51
1175,680345,680345:2,"Delicate spices, onions, eggs and a kick-ass roti.",FOOD,QUALITY,positive,9,15
1176,680345,680345:3,Amazing!,FOOD,QUALITY,positive,0,0
1177,680390,680390:0,"Toons has recently been redone, so it's now a very attractive space.",AMBIENCE,GENERAL,positive,0,5
1178,680390,680390:1,The food's as good as ever.,FOOD,QUALITY,positive,4,8
1179,680390,680390:2,"In an area sadly lacking in decent Thai food, this is one of the best spots.",FOOD,QUALITY,positive,35,44
1180,682250,682250:0,"Went here last night - nice decor, good service, but the food was surprisingly excellent.",AMBIENCE,GENERAL,positive,28,33
1181,682250,682250:1,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",FOOD,STYLE_OPTIONS,neutral,4,12
1182,682250,682250:2,"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.",,,,,
1183,682250,682250:3,Can't wait to go back.,RESTAURANT,GENERAL,positive,0,0
1184,682391,682391:0,Best drumsticks over rice and sour spicy soup in town!,FOOD,QUALITY,positive,5,25
1185,682391,682391:1,Beef noodle soup is good as well.,FOOD,QUALITY,positive,0,16
1186,682391,682391:2,The service is good and the resturant is clean.,SERVICE,GENERAL,positive,4,11
1187,682391,682391:3,Best Taiwanese food in NY!,FOOD,QUALITY,positive,5,19
1188,707917,707917:0,I have been to Rao's probably 15 times the past 3 years and it keeps getting better.,RESTAURANT,GENERAL,positive,15,20
1189,707917,707917:1,"For those that go once and don't enjoy it, all I can say is that they just don't get it.",RESTAURANT,MISCELLANEOUS,positive,0,0
1190,707917,707917:2,Rao's has the best service and atmosphere in NYC.,SERVICE,GENERAL,positive,19,26
1191,707917,707917:3,Good luck getting a table.,RESTAURANT,MISCELLANEOUS,negative,0,0
1192,709294,709294:0,My roommate and I LOVE this place.,RESTAURANT,GENERAL,positive,28,33
1193,709294,709294:1,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",AMBIENCE,GENERAL,positive,72,87
1194,709294,709294:2,Indoor was very cozy and cute.,AMBIENCE,GENERAL,positive,0,6
1195,709294,709294:3,"The portion sizes here are huge, and the sushi is good.",FOOD,STYLE_OPTIONS,positive,4,17
1196,709294,709294:4,"While it's not Nobu, it sure is a great deal and you definitely will leave feeling satisfied and full.",,,,,
1197,709294,709294:5,Staff is very accomodating.,SERVICE,GENERAL,positive,0,5
1198,713152,713152:0,"Excellent dumplings served amid clean, chic decor.",FOOD,QUALITY,positive,10,19
1199,713152,713152:1,"I got the $10 10-piece dim sum combo, every bite of which was great.",FOOD,QUALITY,positive,10,36
1200,713152,713152:2,But $1 for each small piece???,FOOD,PRICES,negative,0,0
1201,713152,713152:3,Not worth it.,FOOD,PRICES,negative,0,0
1202,713152,713152:4,I won't go back unless someone else is footing the bill.,RESTAURANT,PRICES,negative,0,0
1203,717570,717570:0,I came here with my boyfriend for our anniversary because it was highly recommended to him by a friend.,,,,,
1204,717570,717570:1,The decor is very simple but comfortable.,AMBIENCE,GENERAL,positive,4,9
1205,717570,717570:2,The food was delicious but do not come here on a empty stomach.,FOOD,QUALITY,positive,4,8
1206,717570,717570:3,The portions are small but being that the food was so good makes up for that.,FOOD,STYLE_OPTIONS,negative,4,12
1207,717570,717570:4,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,FOOD,QUALITY,positive,18,34
1208,717570,717570:5,The staff there is very attentive and down to earth.,SERVICE,GENERAL,positive,4,9
1209,717570,717570:6,I loved it and would go again.,RESTAURANT,GENERAL,positive,0,0
1210,720418,720418:0,Great Indian food and the service is incredible.,FOOD,QUALITY,positive,6,17
1211,720418,720418:1,The owner truly caters to all your needs.,SERVICE,GENERAL,positive,4,9
1212,720418,720418:2,"When family came in he gave them apps to test their palets, and then ordered for them.",SERVICE,GENERAL,positive,0,0
1213,720418,720418:3,Everyone was more then happy with his choices.,SERVICE,GENERAL,positive,0,0
1214,720418,720418:4,Great food and the prices are very reasonable.,FOOD,QUALITY,positive,6,10
1215,720620,720620:0,"Obviously the Chinese translation of this place does not mean Big Wong, it actually means Great Prosperity.",,,,,
1216,720620,720620:1,The food here does a great service to the name (Cantonese that is...).,FOOD,QUALITY,positive,4,8
1217,720620,720620:2,I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,FOOD,QUALITY,positive,24,104
1218,720620,720620:3,This dish is my favorite and I always get it when I go there and never get tired of it.,FOOD,QUALITY,positive,5,9
1219,720620,720620:4,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",FOOD,QUALITY,positive,8,14
1220,720620,720620:5,Simply some good tasting Chinese food at incredible prices...,FOOD,QUALITY,positive,25,37
1221,720620,720620:6,Service is not what you are coming here for...,SERVICE,GENERAL,negative,0,7
1222,720620,720620:7,Just make sure my ice water is kept full and my tea kettle filled with piping hot tea and that's all the service I need...,,,,,
1223,720620,720620:8,Big Wong is a great place to eat and fill your stomach.,RESTAURANT,GENERAL,positive,0,8
1224,735448,735448:0,this place... we stumbled upon it on labor day weekend.,,,,,
1225,735448,735448:1,"whoever the jazz duo was, they were on POINT.",AMBIENCE,GENERAL,positive,12,20
1226,735448,735448:2,"good music, great food, speedy service affordable prices.",AMBIENCE,GENERAL,positive,5,10
1227,735448,735448:3,even the wine by the glass was good.,DRINKS,QUALITY,positive,9,26
1228,735448,735448:4,"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",LOCATION,GENERAL,negative,0,0
1229,737999,737999:0,Consistently good Japanese Tapas.,FOOD,QUALITY,positive,18,32
1230,737999,737999:1,"Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave.",,,,,
1231,737999,737999:2,Always good drinks and service is pretty good;,DRINKS,QUALITY,positive,12,18
1232,737999,737999:3,Atmosphere is nice and relaxed too...,AMBIENCE,GENERAL,positive,0,10
1233,737999,737999:4,A great place to meet up for some food and drinks...  ,RESTAURANT,MISCELLANEOUS,positive,8,13
1234,737999,737999:5,Yakitori (bbq meats) is tasty too.,FOOD,QUALITY,positive,0,20
1235,737999,737999:6,"It's also attached to Angel's Share, which is a cool, more romantic bar...",,,,,
1236,740923,740923:0,Just moved to the neighborhood and we've been trying all the West Village Sushi restaurants.,,,,,
1237,740923,740923:1,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",FOOD,QUALITY,negative,41,45
1238,740923,740923:2,Price and quality of fish alone will keep us from making a return visit.,FOOD,PRICES,negative,21,25
1239,740923,740923:3,Wasn't going to share but I feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.,FOOD,QUALITY,negative,98,102
1240,740923,740923:4,No thanks!!!,RESTAURANT,GENERAL,negative,0,0
1241,744478,744478:0,"This place, which is only a few months old, is perhaps Queens' biggest secret!",RESTAURANT,GENERAL,positive,5,10
1242,744478,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",AMBIENCE,GENERAL,positive,9,14
1243,746254,746254:0,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,SERVICE,GENERAL,negative,31,37
1244,746254,746254:1,We were then shooed inside.,SERVICE,GENERAL,negative,0,0
1245,746254,746254:2,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",SERVICE,GENERAL,negative,87,93
1246,746254,746254:3,"We left, never to return.",RESTAURANT,GENERAL,negative,0,0
1247,746254,746254:4,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",FOOD,PRICES,negative,66,70
1248,751493,751493:0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,SERVICE,GENERAL,negative,91,98
1249,751493,751493:1,If you are in the area try The Bagel Shoppe on 74th street which is 3 blocks away on 2nd Ave.,,,,,
1250,751493,751493:2,"Great bagels, spreads and a good place to hang out in.",,,,,
1251,754495,754495:0,You fellas above says its the best Taiwanese restaurant in town.,,,,,
1252,754495,754495:1,However it is the ONLY Taiwanese restaurant in town.,,,,,
1253,754495,754495:2,The food is okay and the prices here are mediocre.,FOOD,QUALITY,neutral,4,8
1254,754495,754495:3,You can't say its cheap because food is cheaper in Chinatown.,,,,,
1255,754495,754495:4,"They're are better Taiwanese restaurants and they are located in Flushing, Queens.",,,,,
1256,757762,757762:0,Baluchi's has solid food and a nice decor at reasonable prices.,FOOD,QUALITY,positive,20,24
1257,757762,757762:1,The only problem is that the manager is a complete incompetent.,SERVICE,GENERAL,negative,29,36
1258,757762,757762:2,He offers subpar service and has no personality.,SERVICE,GENERAL,negative,17,24
1259,757762,757762:3,"In fact, it appears he is going to go postal at any moment.",SERVICE,GENERAL,negative,0,0
1260,757762,757762:4,Skip this location and go to the one in Soho.,,,,,
1261,757762,757762:5,There is no excuse for such lousy service!,SERVICE,GENERAL,negative,34,41
1262,758263,758263:0,I have never before eaten 40 pieces of relatively good nigiri.,FOOD,QUALITY,neutral,55,61
1263,758263,758263:1,Stuffing yourself with Japanese food is a rare thing.,,,,,
1264,758263,758263:2,You can do it here.,FOOD,STYLE_OPTIONS,positive,0,0
1265,758263,758263:3,$20 for all you can eat sushi cannot be beaten.,FOOD,PRICES,positive,8,29
1266,759781,759781:0,"I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.",RESTAURANT,GENERAL,positive,10,14
1267,759781,759781:1,"The restaurant was packed at first, so we waited at the bar for about 20 minutes before we were seated.",,,,,
1268,759781,759781:2,"Most of the servers are very attentive, friendly and quite attractive.",SERVICE,GENERAL,positive,12,19
1269,759781,759781:3,"The atmosphere was mostly of an older crowd, but there were a few groups of mid 20's/30 year olds also.",,,,,
1270,759781,759781:4,"The vibe is very relaxed and cozy, service was great and the food was excellent!",AMBIENCE,GENERAL,positive,4,8
1271,759781,759781:5,Me and my girls will definitely go back.,RESTAURANT,GENERAL,positive,0,0
1272,773720,773720:0,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,FOOD,QUALITY,positive,0,4
1273,773720,773720:1,I would highly recommand requesting a table by the window.,LOCATION,GENERAL,positive,38,57
1274,773720,773720:2,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,SERVICE,GENERAL,positive,77,84
1275,872763,872763:0,"I've eaten at Pizza Gruppo a few times, but more often I order delivery.",,,,,
1276,872763,872763:1,The food is great.,FOOD,QUALITY,positive,4,8
1277,872763,872763:2,Personal pans are the perfect size for those hungry nights.,FOOD,STYLE_OPTIONS,positive,0,13
1278,872763,872763:3,I heartily recommend.,RESTAURANT,GENERAL,positive,0,0
1279,872763,872763:4,There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,SERVICE,GENERAL,negative,49,62
1280,872763,872763:5,Never have I had such dramatic delivery guys (a lot of huffing and panting and muttering under breath b/c I live in a walkup) who always seem disappointed with their tips.,SERVICE,GENERAL,negative,31,44
1281,872763,872763:6,"Hey, I think $2+ for a 5 block walk ain't bad.",,,,,
1282,875139,875139:0,"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",AMBIENCE,GENERAL,positive,9,14
1283,875139,875139:1,The pizza was pretty good and huge.,FOOD,QUALITY,positive,4,9
1284,875139,875139:2,The price very reasonable.,RESTAURANT,PRICES,positive,0,0
1285,875139,875139:3,We were 4 and got the family size penne a la vodka which was tremendously gigantic portion...a bucket of food literally.,FOOD,STYLE_OPTIONS,positive,34,50
1286,875139,875139:4,We got most of it back at home with us.,,,,,
1287,875139,875139:5,I would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine.,FOOD,QUALITY,negative,0,0
1288,875139,875139:6,"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",FOOD,QUALITY,negative,4,15
1289,929329,929329:0,"No, really.",,,,,
1290,929329,929329:1,I have eaten a lot of pizza here.,,,,,
1291,929329,929329:2,"La Rosa waltzes in, and I think they are doing it the best.",FOOD,QUALITY,positive,0,7
1292,929329,929329:3,"Interesting selection, good wines, service fine, fun decor.",DRINKS,QUALITY,positive,28,33
1293,935633,935633:0,I have been twice to this restaurant.,,,,,
1294,935633,935633:1,I love it.,RESTAURANT,GENERAL,positive,0,0
1295,935633,935633:2,I plan on stopping by next week as well.,RESTAURANT,GENERAL,positive,0,0
1296,935633,935633:3,"I found it on a cold night, the perfect spot to warm up.",RESTAURANT,MISCELLANEOUS,positive,40,44
1297,935633,935633:4,I recieved prompt service with a smile.,SERVICE,GENERAL,positive,18,25
1298,935633,935633:5,"To me it exemplifies Soho, cute, artsy, interesting.",AMBIENCE,GENERAL,positive,0,0
1299,935633,935633:6,Definately check it out!!!,RESTAURANT,GENERAL,positive,0,0
1300,955711,955711:0,This place blew me away...by far my new favorite restaurant on the uppereast side.,RESTAURANT,GENERAL,positive,5,10
1301,955711,955711:1,The wine list is extensive and impressive.,DRINKS,STYLE_OPTIONS,positive,4,13
1302,955711,955711:2,LOVE the atmosphere - felt like I was in Paris.,AMBIENCE,GENERAL,positive,9,19
1303,955711,955711:3,The mussels were fantastic and so was the dessert...definitely going to be back very soon.,FOOD,QUALITY,positive,4,11
1304,957145,957145:0,I just read Mocaramel's review and felt compelled to respond.,,,,,
1305,957145,957145:1,I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,SERVICE,GENERAL,positive,84,91
1306,957145,957145:2,"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",SERVICE,GENERAL,positive,19,23
1307,957145,957145:3,"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",AMBIENCE,GENERAL,positive,105,118
1308,957145,957145:4,I lOVE THIS PLACE!,RESTAURANT,GENERAL,positive,12,17
1309,957145,957145:5,Keep up the good work guys!,RESTAURANT,GENERAL,positive,0,0
1310,958809,958809:0,My girlfiends and I ate at O.G. again last night.,,,,,
1311,958809,958809:1,I have to say I have never had a disapointing meal here.,FOOD,QUALITY,positive,46,50
1312,958809,958809:2,We could have made a meal of the yummy dumplings from the dumpling menu.,FOOD,QUALITY,positive,39,48
1313,958809,958809:3,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",FOOD,QUALITY,positive,30,40
1314,958809,958809:4,We got a little tipsy from the sake but isn't that what Saturday nights with the girlfriends are all about?,,,,,
